year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,59056,13 자메티,스릴러,겔라 바브루아니,게오르게 바블루아니,세바스찬(게오르기 바블루아니)은 그루지아에서 프랑스로 이민온 집안 출신으로 집수리를 해주면서 받는 돈으로 어렵게 생활을 꾸려가는 22세의 젊은이다. 어느 날 지붕 수리를 맡게된 집에서 일하면서 우연히 집주인 장 프랑스와에게 보내진 봉투를 받게된다. 봉투안에는 파리행 열차 티켓과 호텔 예약확인서가 들어있고... 우연히 집 주인이 죽어버리자 세바스찬은 그 대신 기차 티켓을 가지고 파리에 가서 지정된 호텔에 묵게된다. 호텔방에서 다음 지시를 받은 세바스찬은 지시를 받은 대로 파리 근교 작은 역으로 가게되고 결국 숲속에 있는 커다란 저택에 도착하게 된다. 저택 내부에는 이상한 분위기가 감돌고 세바스찬은 신변의 위험을 느끼며 이곳에서 도주하려 한다.   하지만 결국 도망치지 못한 그는 어쩔 수 없이 저택에서 벌어지는 기괴한 게임의 선수로 참가하게 된다. 저택 1층의 거대한 홀에서 벌어지는 게임에는 모두 13명의 선수가 참여한다. 그 게임은 총을 가진 선수들이 원형으로 둘러싼채 가운데 있는 전등이 켜지면 일제히 방아쇠를 당기는‘집단 러시안 룰렛’! 게임은 최후의 한 명이 살아남을 때까지 계속되고 최후의 생존자에게는 85만 유로의 상금이 주어진다. 홀의 주변에는 선수들에게 판돈을 건 도박사들이 마른 침을 삼키면서 관객의 역할을 한다. 푼돈이라도 벌 수있지않을까 하는 단순한 생각에서 왔던 세바스찬은 목숨을 건 게임을 시작하게 된다.   영화제 소개글. 집 수리공으로 일하고 있는 세바스찬은 매일 자살을 시도하는 집주인 앞으로 배달된 편지 한 통을 몰래 훔친다. 편지 내용은 정기적으로 열리는 특정한 게임에 참가하면 많은 돈을 벌 수 있다는 것. 가난한 가족을 부양해야 하는 그로선 이 막연한 내용에 귀가 솔깃해져 무작정 게임이 열리는 장소로 찾아간다. 결국 그는 자신의 운명이 파국으로 치닫는다는 것을 전혀 모르는 채 이상할 만큼 철저한 보안 속에서 게임에 참여하게 된다. 마치 누군가의 비참한 현실을 다큐멘터리로 보는 듯한 충격과 생생함이 오랫동안 기억에 남을 작품.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,64995,1408,공포, 스릴러,미카엘 하프스트롬,존 쿠삭, 사무엘 L. 잭슨,어린 딸을 잃은 공포소설 작가 마이크 엔슬린(존 쿠삭 분)은 ‘사후세계’라는 소재에 사로잡혀 있다. 그는 초현실적인 공포를 소설로 쓰는 베스트셀러 작가지만, 눈에 보이는 것 외에는 아무것도 믿지 않는 회의론자이다. 어느 날 그에게 날아온 낯선 엽서 “Don’t enter 1408!” (1408호에 절대 들어가지 마시오).   새로운 작품을 구상 중이던 마이크는 미스터리로 가득한 뉴욕의 돌핀 호텔을 찾는다. 호텔 지배인 제럴드 올린(사무엘 L. 잭슨 분)은 95년간 1408호에 묵은 투숙객들이 1시간을 못 넘기고 죽은 일들을 알려주며 들어가지 말라고 강력히 경고하지만 마이크는 기어코 그 방에 들어선다. 1초 앞을 예상할 수 없는 1408의 무한공격!   보이는 것 외에는 아무것도 믿지 않는 마이크의 눈 앞에서 상상을 초월한 미스터리한 현상들이 벌어지면서 현실과 환상이 넘나 들고 그 방에서 죽은 사람들의 혼령이 나타나 끊임없이 그를 위협한다. 심리적 공포와 맞서던 그에게 초강력 다이나믹한 공포의 공격이 시작되고 극도의 공포감 속에서 마이크는 1408호와의 처절한 사투를 벌인다. 살아남기 위해 주어진 시간은 단 한 시간. 1408호의 정체는 무엇인가? 과연 마이크는 살아남을 수 있을 것인가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,61103,1번가의 기적,코미디, 드라마,윤제균,임창정, 하지원,재개발의 막중한 임무를 띠고 에쿠스를 끌며 폼 나게 1번가에 나타난 날건달, 필제. ‘천하의 나쁜 노무새끼’가 되어 피도 눈물도 없이 무대뽀로 마을 사람들을 밀어내려 단단히 맘을 먹었건만 도착한 첫날부터 맞닥뜨린 깡따구 센 여자 복서 명란을 비롯하여 예측불허의 마을 사람들로 인해 필제의 계획은 꼬이기 시작한다.   버스보다 발이 빠르고 말보다 주먹이 앞서는 명란은 몸이 불편한 아버지와 동생을 돌보면 서도 아빠에게 자랑스런 딸이 되기 위해 동양 챔피언의 꿈을 다지며 꿋꿋하게 살아간다. 이런 명란과 사사건건 엮이게 된 필제는 재개발은 커녕 명란의 뒤치닥거리 하기에 바쁘다. 엎친 데 덮친 격으로 필제가 하는 짓들이 마냥 신기하기만 한 일동, 이순 남매는 순 수함으로 필제를 제압하고, 그를 두려워하기는 커녕 일까지 시켜먹는 마을사람들로 인해 필제는 동네의 온갖 잡일을 도맡아 하게 된다. 급기야 그는 동네 아이들에게 날건달이 아닌 슈퍼맨으로  통하기에 이르는데…   ‘마을 접수’라는 애초의 목적 달성에서 점점 멀어져만 가는 필제, ‘동양챔피언’의 꿈을 향해 계속 달리는 명란, 그리고 각자의 꿈을 안고 살아가는 ‘1번가’ 사람들. 서로간의 묘한 유대감을 쌓아가면서 나아갈 수도 물러설 수도 없는 이 상황에서, 필제는 과연 임무를 완수할 수 있을 것인가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,133214,니하오 카이란 시즌1,,,,니하오! 매일 카이란을 만날 때면 이렇게 인사하죠?  “니하오”는 중국어로‘안녕’이라는 뜻이랍니다.   중국계 미국인 소녀 카이란 츄는 지금 5살하고도 3/4살로(곧 6살이 되요!) 친한 친구들 린투(호랑이), 톨리(코알라), 호호(원숭이)와 놀기를 좋아하는 원기 왕성한 어린이고요.  카이란의 주위에는 신기한 중국문화로 가득해서 주변 어디에서든 놀랍고 아름다운 것들을 볼 수 있습니다.또,한국어와 중국어, 2개국어로 대화하기 때문에 함께 놀면서 새로운 언어도 배울 수 있답니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,57178,닌자 거북이 TMNT,애니메이션, 액션, 모험, 코미디, 판타지,케빈 먼로,제임스 아놀드 테일러, 밋첼 휘트필드, 믹키 켈리,팀의 리더인 레오나르도와 브레인 도나텔로, 재간둥이 미켈란젤로, 근육질 쌈짱 라파엘은 뉴욕의 맨홀 뚜껑 아래 지하세계에서 고도의 훈련을 받으며 비밀스럽게 살고 있다. 레오나르도가 특별 원정훈련을 떠나고 잠시 활동을 접은 사이, 도시에는 불길한 기운이 맴도는데...   도시 한가운데 거대한 불빛이 솟아오르고, 거리 곳곳에 괴생명체가 나타나 건물을 파괴하며 사람들을 위협한다. 3,000년 전 전설 속의 저주가 현실이 된 것. 훈련에서 돌아와 더욱 강해진 레오나르도와 나머지 형제들은 다시 한번 힘을 모아 싸우게 된다. 하지만 괴물군단을 저지하면 저지할수록 더욱 강력한 존재가 모습을 드러내기 시작하는데... 과연 이들은 이 위기에서 지구를 구할 수 있을 것인가! 더 빠르고, 더 강력하고, 더 새로워진 닌자거북이가 돌아온다!,,,,,,,,,,,,,,,,,,,,,,,,,
2007,64114,다마모에,드라마,사카모토 준지,후부키 준, 미타 요시코,설거지를 끝낸 후 마시는 차 한잔, 그리곤 알람 소리에 TV를 켜고 '오후의 명화'를 꼭꼭 챙겨 보는 도시코 여사! 하지만 정년 퇴직한 남편이 갑작스레 죽음을 맞은 후 그녀의 평화롭던 일상은 조금씩 흔들리기 시작한다.   남편의 장례식이 있던 날 걸려온 어느 낯선 여자의 전화 한통. 남편의 죽음에 오열하는 그녀를 보면서 도시코는 불안한 예감에 휩싸인다. 그녀를 만나 결국 듣게 된 엄청난 사실. 남편의 직장 동료였던 그녀는, 또한 남편의 숨겨진 애인이기도 했다. 자그만치 10년, 그동안 남편은 도시코를 감쪽같이 속여왔던 것이다. 그녀의 자식들 역시 힘이 되어 주지 못하기는 마찬가지! 몇년만에 미국에서 돌아와 남편의 유산에만 관심이 있을 뿐이다.   남편에 대한 배신감과 이기적인 자식들에 대한 분노. 이에 도시코는 무작정 가출을 감행하기에 이른다. 난생 처음 캡슐 호텔에 묵으면서 새로운 사람들을 만나던 도시코는 남편이 아닌 다른 남자와 처음으로 함께 밤을 보내기도 한다. 도시코 여사는 그렇게 엉뚱하면서도 화려한 외출을 시작하는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,64080,다만, 널 사랑하고 있어,멜로/로맨스, 드라마,신조 타케히코,미야자키 아오이, 타마키 히로시,2년의 세월이 흘렀다. 갑자기 떠난 시즈루(미야자키 아오이).  2년 후 그녀에게서 온 편지를 들고 마코토(타마키 히로시)는 크리스마스로 들뜬 뉴욕으로 왔다. 그러나 그를 보러 온 건 미유키(쿠로키 메이사)였다. 과연 그녀에겐 무슨 일이 있는 것일까?  6년 전, 대학 입학식 날. 번잡한 횡단보도를 건너려는 시즈루와 마주친 마코토. “여기선 건널 수 없으니까 저쪽에서 건너는 게 좋을 거야” 마코토는 조금은 별난 행동을 하는 그녀를 향해 셔터를 누른다.  둘 만의 숲. 늘 약 냄새가 난다고 생각하는 마코토, 냄새를 잘 못 맡는 시즈루.  둘은 친구가 되고, 매일 캠퍼스 뒷 숲에서 사진을 찍는다. 그러나 시즈루를 여자로 보지 않는 마코토는 퀸카 미유키를 짝사랑하고 있다. 시즈루는 성숙한 여자가 되기로 결심한다. “앞으로 성장해 마코토가 놀랄 정도로 괜찮은 여자가 될 거야. 그 때 후회해도 몰라.”  생일 선물. “생일선물로 나와 키스해 줄래? 콘테스트 사진 모델로 말이야.” 시즈루의 엉뚱한 부탁으로 첫 키스를 하게 되는 두 사람. 시즈루는 혼자 말하듯 내뱉는다. ‘마코토…방금 전 그 때, 조금은 사랑이 있었을까’ 그 날 밤 그녀는 “안녕, 그 동안 고마웠어” 란 짧은 메모만 남기고 사라져 버린다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,60345,다운 인 더 밸리,드라마, 멜로/로맨스, 서부,데이빗 제이콥슨,에드워드 노튼, 에반 레이첼 우드,열 여덟살 소녀 ‘토브’는 어린 남동생 ‘로니’를 돌봐야 하는 것도 모자라 사사건건 자신의 일에 참견하는 엄격한 아버지 ‘웨이드’가 못마땅하다. 어느 날 방학을 맞아 친구들과 해변으로 가던 중 카우보이 복장의 주유소 직원 ‘할랜’을 보고 호감을 느낀다.   토브의 제안에 잠시 망설이던 할랜은 주유소를 그만 두고 그녀를 따라 나선다. 해변에 도착한 그들은 토브의 적극적인 대시로 모처럼 자유를 만끽하며 달콤한 사랑에 빠져든다. 늘 외롭게 자라왔던 어린 동생 로니 역시 할랜에게 친근감을 느끼지만 그들의 아버지 웨이드는 직업도 없이 떠도는 할랜과의 만남을 강하게 반대하며 그를 내친다.   자식들을 강압적으로 대하는 웨이드를 바라보며 토브와 로니를 답답한 구속에서 벗어나게 해줘야 한다고 생각한 할랜. 그래서 웨이드 몰래 로니에게 말을 태워주는가 하면 실탄이 들어있는 권총으로 사격놀이를 즐기고 토브와는 아슬아슬한 로맨스를 이어간다. 그러나 로니에게 총까지 쥐어줬다는 얘기를 들은 토브는 위험을 느끼고 할랜과의 사랑에 조금씩 소극적인 태도를 보이며 망설인다. 그럴수록 할랜은 더욱 적극적으로 토브와 로니를 웨이드로부터 벗어나게 하려는 계획을 세우는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,40133,다이 하드 4.0,액션, 모험, 스릴러,렌 와이즈먼,브루스 윌리스,7월 4일 미국의 독립기념일, 컴퓨터 해킹 용의자 매튜 패럴(저스틴 롱)을 FBI본부로 호송하던 존 맥클레인. 매튜 패럴의 집으로 들이닥친 괴한들의 총격을 받고 가까스로 목숨을 건진다. 정부의 네트워크 전산망을 파괴해 미국을 장악하려는 전 정부요원 토마스 가브리엘이 자신의 계획을 저지할 가능성이 있는 모든 해커들을 죽이는 동시에 미국의 네트워크를 공격하기 시작한 것이다. 천신만고 끝에 목숨을 건졌지만 미국의 교통,통신,금융,전기 등 모든 네트워크가 테러리스트의 손아귀에 들어가고, 미국은 공황상태에 빠진다. 테러리스트를 막기 위해 뉴저지로 워싱턴으로 버지니아로 숨막히는 추격전을 벌이는 가운데, 가브리엘이 존 맥클레인의 딸 루시를 인질로 잡고 마는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,66249,다즐링 주식회사,모험, 코미디, 드라마,웨스 앤더슨,오웬 윌슨, 애드리언 브로디, 제이슨 슈왈츠먼,아버지의 갑작스런 사망소식을 전하기 위해 인도에 있는 엄마를 찾아 1년 만에 뭉친 3형제.  맏형 프랜시스는 이번 여행을 계기로 서먹한 형제 사이가 돈독해지길 바란다.  항상 이혼생각에 잠겨있던 찰라 아내가 임신하자 구체적으로 이혼을 계획하는 둘째 피터,  헤어진 애인에게 병적으로 집착하는 막내 잭.  선로가 있어도 길을 잃어버리는 대책 없는 인도기차 ‘다즐링 주식회사’를 탄 채  세 형제의 사고만발 인도여행이 시작되는데…    참조. ‘다즐링 주식회사’란?  인도 철도청 IRCTC’의 열차명. 인도철도청은 전 세계의 수많은 철도청 중 유일하게 흑자를 내는 곳으로  마하 파리니르반 성지 열차를 시작으로 페리퀸 증기열차, 다즐링, 시킴, 우티등지의 고산 증기열차  그리고 사막투어, 궁전여행, 힌두성지, 남인도 여행 등 70여개에 달하는 전세 열차 여행프로그램을 개발 중이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,102142,닥터 후 시즌3,드라마,,데이비드 테넌트, 프리마 애즈맨, 존 바로우맨,살인기계 달렉과 사이버맨과의 시공간 전쟁에서 파트너 로즈를 잃게 된 닥터는 주둔의 공격으로 달에 착륙한 병원에서 의사 지망생 마사 존스를 만나 새로운 시간여행을 하게 된다. 닥터의 쉴새없이 떠드는 입담과 영국 신사다운 매너, 어느 곳이든 데려다 주는 타임머신 타디스까지 시간여행에 재미와 매력을 느끼게 된 마사 존스는 달렉의 모진 공격을 비롯해 새롭게 등장한 외계인의 공격을 이겨내며 닥터와 함께 지구를 지켜 나간다. 또한 닥터는 시간여행 중 자신의 모든 기억을 보관했던 회중시계를 잃어 버리게 되고, 마지막 생존자라고 생각했던 자신의 타임로드 종족이 나타나면서 큰 혼란을 겪게 되는데... 중세기 셰익스피어와의 만남, 유전자 조작으로 괴물로 변한 인간, 더러운 가스와 인간을 먹고 사는 매크라와의 만남 등 시즌2보다 더 생생한 시간여행이 시즌3에서 펼쳐진다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,67271,달려라 고등어,드라마,김용재, 최영훈,이민호, 문채원, 권율,공찬(이민)은 2010년 대한민국이 월드컵에서 우승하고, 자기는 유명한 축구선수로 예쁜 여자와 결혼하는 것이 꿈이다. 하지만 공찬은 축구부 선배의 강요를 견디다 못해서 축구 경기중 자살골을 넣고 학교에서 쫓겨날 위기에 처한다. 공찬은 학교에서 눈엣가시가 된다. 공찬은 거리를 방황하다가 우연히 한강에서 윤서(문채원)를 만난다. 공찬은 윤서의 스카프를 주워 주려고 하다가 물에 빠진다. 윤서는 고맙다는 말없이 사라지고, 감기까지 걸린 공찬은 윤서를 만나면 가만히 있지 않겠다고 다짐한다. 그러던 어느날 영국에서 유학하고 전학온 윤서가 공찬과 같은 학교에서 만나게 된다. 공찬은 윤서에게 사과를 욕구하다가 윤서의 머리에 가슴을 맞고 기절한다. 공찬은 학교측의 계속된 압력에 자퇴서를 쓰고 자퇴를 결심한다. 그 때 윤서가 같은 반이라는 사실을 알게 되고, 윤서가 교실에 들어오는 순간 사랑을 느끼고 자퇴를 포기한다. 자퇴를 기뻐하던 담임선생님은 공찬에게 하루만 더 결석할 경우 자동 퇴학이라고 선언한다. 공찬은 윤서를 보기 위해서라도 최선을 다해서 학교에 다닐 것을 결심하는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65754,달자의 봄,멜로/로맨스, 코미디, 드라마,이재상, 박찬율,채림, 이민기, 이현우,서른 셋을 코앞에 두고도 여전히 남자 운이 궁한 오달자(채림), 뜻밖에도 입사동기 신세도(공형진)로부터 프로포즈를 받고 꿈에 그리던 연애를 시작하는데, 하지만 그는 사내에서 소문난 바람둥이. 게다가 알고 보니 평소 달자와 앙숙지간이었던 쇼 호스트 위선주(이혜영)와 양다리까지 걸치고 있었던 것. 자신의 진심을 짓밟힌 달자, 어떻게든 쪽팔림을 면해보려고 내뱉은 거짓말에 일은 점점 커지고, 뜻하지 않게 애인 대행을 해준다는 강태봉(이민기)을 만나게 되는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,58570,달콤한 열여섯,드라마,리처드 글랫저, 워시 웨스트모어랜드,에밀리 라이오스, 제시 가시아,15세 생일을 앞둔 막달레나는 갑자기 아이를 임신한다. 걱정이라곤 없던 그녀의 삶은 뒤죽박죽이 되고, 엄격한 아버지는 그녀를 종조부 토마스와 사촌 카를로스에게 보내버린다. 얼떨결에 같이 살게 된 세 사람, 막달레나는 그곳에서 삶에 대한 새로운 의미를 배워간다.   영화제 소개글. 어른이 되기 위해서는 얼마나 많은 아픔과 고통을 견뎌야 할까? &amp;lt달콤한 열여섯&amp;gt은 예수를 임신한 동정녀 마리아의 이야기를 상징적으로 차용한 성장 영화다. 두 감독은 1950~60년대 영국 영화를 비판했던 ‘키친 싱크 드라마’를 변형해서 자신들의 영화를 ‘네오 싱크 드라마’라고 장난스럽게 지칭한다. 그러나 &amp;lt달콤한 열여섯&amp;gt은 계급 갈등이나 냉소적인 유머 뿐 아니라 현대 사회와 가족, 성장에 대한 깊은 성찰도 더불어 보여준다. 한편 토마스 역의 찰로 곤잘레스는 샘 페킨파의 &amp;lt와일드 번치&amp;gt와 &amp;lt가르시아&amp;gt에 출연했던 베테랑 배우로, 노련한 연기를 보여준다. 2006 선댄스 영화제 심사위원 대상, 관객상   씨네휴 영화축제 소개글. &amp;lt리틀 미스 선샤인&amp;gt을 연상시키는 또 한 편의 선댄스영화제가 낳은 화제작. 열다섯번째 생일을 앞두고 자신의 임신 사실을 접하게 되는 막달레나. 마른 하늘에 날벼락처럼 평화롭던 일상이 산산조각 나버린 그녀에게 펼쳐지는 새로운 인생이 흥미와 감동을 동시에 주며, 신인 감독들과 배우들이 어떻게 이 영화로 세상을 놀라게 했는지 확인할 수 있다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,68269,더 버터플라이,범죄, 드라마, 스릴러,마이크 베이커,피어스 브로스넌, 제라드 버틀러, 마리아 벨로,시카고의 한 광고회사의 중역인 닐 랜달(제라드 버틀러)의 삶은 완벽 그 자체이다. 매력적인 아내 애비(마리아 벨로), 사랑스러운 딸 소피와 함께 행복한 가정 생활을 누리는 한편, 회사에서는 최고의 능력남으로 인정받고 있는 것. 그 무엇도 거칠 것 없었던 그의 삶은 어느 날 정체 불명의 남자 라이언 (피어스 브로스넌)의 습격을 받으며 위기에 빠지기 시작한다. 닐의 딸 소피를 납치한 채 24시간 동안 닐의 모든 것을 파괴하려는 라이언, 닐은 본인의 의지와는 상관없이 완벽했던 삶을 지키기 위해 그와의 대결을 시작한다!   142,365달러의 은행 잔고, 경쟁사를 이기기 위한 불법 해킹 등 닐의 모든 것을 알고 있는 라이언은 냉혹하고 치밀하게 그를 궁지에 몰아넣는다. 주어진 24시간 동안. 마치 게임을 즐기듯 하나씩 요구조건을 제안하는 라이언! 완벽하게 고립된 닐은 속수 무책으로 라이언과의 대결에 응할 수 밖에 없다. 설상가상으로 라이언이 제시한 마지막 요구조건은 바로 누군가를 죽이는 것! 딸을 구하기 위해서 사람을 죽여야 하는 최악의 위기에 직면한 닐! 이유도 알 수 없이 그를 파괴하려는 라이언! 이 둘의 대결은 그 누구도 예측할 수 없는 최후를 향해 달려가는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,63110,더 퀸,드라마,스티븐 프리어스,헬렌 미렌,1997년 영국 왕실에서 배출한 세상에서 가장 유명한 여인 다이애나 왕세자비가 불의의 교통사고로 세상을 떠난다. 영국왕실은 어머니의 죽음으로 실의에 빠진 어린 왕자들을 배려하기 위해 별궁으로 잠시 떠나 있도록 한다. 그 사이 버킹엄 궁전은 다이애나 비의 죽음에 슬퍼하는 국민들의 추모행렬이 끊이지 않고, 뜨거운 추모행렬은 영국을 넘어 전세계적으로 확산된다. 평소 다이애나와 사이가 좋지않기로 소문난 시어머니 엘리자베스 2세 여왕이 며느리의 죽음에 대한 공식적인 반응이 보이지 않자 국민들의 눈에는 이런 여왕이 마치 냉혈한처럼 보인다. 한편, 새로 부임하게 된 토니 블레어 총리는 다이애나 비의 죽음으로 사이가 멀어지는 여왕과 영국 국민들을 화해시킬 방법을 모색하는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,64190,더 펫,드라마, 스릴러,D. 스티븐스,피에르 둘렛, 안드레아 에드먼슨,경제적으로 심한 고통을 받던 젊고 아름다운 메리. 그녀는 어느 날 백만장자인 귀족인 필립으로부터 그의 애완인이 되어달라는 충격적인 제안을 받는다. 경제적인 어려움으로 정신적으로도 피폐해진 그녀는 돈과 권력을 가지고 있는 그에게 보호 받고 싶은 욕망을 느끼게 된다.   마침내, 그녀를 자신의 충직하고 헌신적인 애완인으로 만들고 싶어하는 그 남자의 욕망은 그들을 전혀 새로운 관계로 이끌게 된다. 그녀는 금전적 보상에 동의하고 그 백만장자의 애완인이 되어 6개월 동안 동물 우리와 같은 철장에서 철저히 애완인이 되어 지내기로 결심한다.   서로의 계약에 의해 그녀는 사람이길 포기하고 마치 애완견처럼 진짜 사람의 옷을 입을 수도 없고 동물처럼 네 발로 기어 다녀야 한다. 그는 새로운 애완인이 된 그녀를 사람들에게 과시하고 싶어하고 그녀를 GSM라는 인간 노예 시장에 전시하게 되기에 이르는데……,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65113,더블 타겟,액션, 드라마, 스릴러,안톤 후쿠아,마크 월버그,실수로 동료를 잃은 후 은닉 생활을 하고 있는 전직 특수부대 출신의 스나이퍼-스웨거(마크 월버그 분)는 어느 날 정부 고위 관계자-존슨 대령(대니 글로버 분)으로부터 대통령을 저격하려는 음모를 막아달라는 요청을 받게 된다. 자신의 경험과 노하우로 미리 범행장소와 방법 등을 연구하는 스웨거. 그러나 대통령 암살 예정일! 오히려 스웨거가 대통령 암살을 시도한 범인으로 몰리게 된다. 너무나 치밀하고 정확한 예측을 했다는 것이 누명을 쓰게 된 이유. 부상을 입고 정부로부터 쫓기게 된 절대절명의 위기를 맞은 스웨거, 이제 ‘미국 정부 VS 최강 스나이퍼’의 전쟁이 시작된다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,66330,더트,드라마,크리스 롱, 매튜 카나핸, 파리스 바클레이,커트니 콕스, 이안 하트, 조시 스튜어트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65764,데드 걸,드라마, 미스터리, 스릴러,카렌 몬크리프,토니 콜렛, 브리트니 머피,몸이 불편한 노모와 살고 있는 아든은 우연히 여자 시체를 발견해 언론의 주목을 받는다. 하지만 심술 맞은 노모는 막말을 일삼으며 아든을 괴롭게 한다.  언니가 실종된 지 15년. 온 가족이 언니 찾기에만 매달린 상황에 레아는 시체보관소에 들어온 죽은 여자의  시체가 잃어버린 언니일 거라 확신하지만...  일도 하지 않고 자신에게는 관심도 없는 남편을 둔 루스. 그녀는 우연히 남편의 창고에서 실종된 여자들의 피 묻은 속옷들과 소지품을 발견하게 된다.  오래 전 가출한 딸의 죽음을 확인하러 온 멜로나. 딸에게 무슨 일이 있었는지 짐작도 못한 그녀는 딸의 친구 로제타로부터 충격적인 이야기를 듣게 된다.  딸의 생일 선물로 커다란 인형을 산 크리스타. 딸에게 가기 위해 지나가는 차를 얻어 탄 그녀는 딸의 생일을 함께 보낼 수 있게 됐다며 기뻐한다. 하지만 그녀를 태운 그 남자는...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,63562,데스 노트 - 라스트 네임,미스터리, 범죄, 스릴러, 모험,카네코 슈스케,후지와라 타츠야, 마츠야마 켄이치,우연히 데스노트를 얻어 키라라는 이름으로 이상세계를 건설하려는 천재 야가미 라이토(후지와라 타츠야)와 미궁에 빠진 키라사건을 담당하게 된 또 다른 천재 L(마츠야마 켄이치). 드디어 대면하게 된 두 천재는 서로의 본심을 숨긴 채 한 사람은 상대방을 죽이기 위해 또 한 사람은 상대방의 정체를 밝혀내기 위해 본격적인 두뇌싸움을 시작한다.  이들의 치열한 공방이 계속되는 가운데, 지상으로 또 한 권의 데스노트가 떨어지고 이 노트를 줍게 된 미사(토다 에리카)는 제2의 키라를 자처한다. 데스노트의 룰에 따라 그녀의 주위를 맴돌게 된 또 다른 사신 렘과의 거래로 미사는 최강의 무기 사신의 눈을 가지게 되고 두 권의 노트로 인해 천재들의 대결은 더욱 끝을 알 수 없는 종국을 향해 치달아 가는 데..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
