year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,70666,걸프렌즈,멜로/로맨스, 코미디,강석범,강혜정, 한채영, 허이재,스물 아홉 살의 한송이(강혜정). 회식이 끝난 어느 날 회사동료 진호(배수빈)와 엉겁결에 키스 한번을 하게 되는데, 그게, 그게, 키스가 그냥 키스가 아닌 거다.. ‘그의 혀끝은 완전 피겨스케이팅 선수… 레이백에서 비엘만으로 이어지는 고난도 컴비네이션…’ 한마디로, 완전히 뻑 간다는 소리다.  키스 한번에 홀라당 자빠질 여자가 아니라고 호언장담 했지만 어느새 사랑은 쑥쑥 자라 남부럽지 않은 연애를 시작 했는 데… 이 남자, 아무래도 다른 여자가 있는 것 같다. 혹시나 하는 마음으로 그녀를 만나러 간 어느 클럽 파티장.  왠걸. 머리부터 발끝까지 화려하고 섹시한 그녀, 진(한채영). 그녀는 성공한 파티플레너이자 그 남자 진호의 첫사랑이란다. 완전 주눅들어 술에 쩔어 집에 들어 온 다음날 아침. 진의 파티장에서 딸려 온 미소년 같은 여자아이, 보라(허이재). 진호와 어떤 사이냐는 추궁에 “남녀 사이 만나는 게 다 그렇고 그런 거”라며 당돌하게 받아 친다. 그런데 결정적인 문제는 나도 그녀들이 궁금하다는 거다! 만나면 만날수록 그녀들에게 낚여 가는 건 왜일까? 어느새 송이의 마음속에서는 두 가지의 욕망이 공존한다. 하나는 진호를 독점하고 싶다는 것과, 그녀들을 계속 만나고 싶다는 것. 그렇게 모인 세 여자들 사이에 생각지도 못했던 공감대가 형성되기 시작하는 데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,53351,게이머,액션, SF, 스릴러,마크 네빌딘, 브라이언 테일러,제라드 버틀러, 앰버 발레타,가까운 미래, 전세계인들은 ‘슬레이어즈’라는 온라인 FPS 게임에 열광한다. 10대 소년 ‘사이먼’이 플레이하는 캐릭터 ‘케이블’은 게임 속에서 놀라운 활약을 펼치며 ‘슬레이어즈’를 전세계인이 열광하는 최고의 인기 게임의 자리에 오르게 한다. 모든 자유를 구속당한 채 죽음의 게임을 계속해나가는 ‘케이블’. 자유를 되찾아 사랑하는 아내와 딸의 곁으로 돌아가기 위해서는 30게임을 이겨야 한다. 하지만 갈수록 힘겨워지는 전투 속에 마지막 한 게임만을 앞두고 ‘케이블’과 ‘사이먼’은 위기에 직면한다. ‘사이먼’이 내리는 명령을 실행하는 동안 생기는 시간차인 ‘핑(Ping)’ 때문에 진정한 실력을 드러내며 자유롭게 싸울 수 없었던 ‘케이블’은 게임에서 이기고 싶다면 자신을 자유 모드로 플레이할 수 있도록 놓아달라고 부탁하게 된다. 그러던 중 이 게임을 통해 사람들의 눈과 귀를 마비시킨 채 전세계적인 온라인 시스템을 장악하려는 ‘슬레이어즈’의 개발자인 ‘켄 캐슬’의 광기서린 음모를 알게 된 ‘케이블’은 그에 맞서 반체제 집단 ‘휴먼즈’와 손잡고 시스템 전복을 위한 반란을 주도하게 되는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,51630,결혼 못하는 남자,드라마,김정규,지진희, 양정아, 유아인,마흔살 독신에 까칠한 완벽주의까지 갖춘 건축가 조재희의 옆 집에 명랑 쾌활한 아가씨 정유진이 이사 온다. 그러나 방음 문제로 시비가 붙은 그들. 참다못해 유진이 그의 집을 찾아가고, 때마침 복통에 쓰러져 가던 재희를 보자 구급차를 부른다. 병원에서 그의 응급조치를 해 준 독신 내과의사 장문정. 간단한 검사마저 거부하고 도망갔던 재희가 다시 실려 온다. 40살 그의 생일, 재희는 여의사 문정에게 항문검사를 받으며 수치의 눈물을 흘린다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,71903,결혼식 후에,멜로/로맨스, 코미디, 드라마,김윤철,신성우, 예지원, 배수빈,대학 동창의 결혼식을 계기로 10년 만에 모인 7명의 친구들! 하지만 결혼식에 오지 않는 한 명의 소식이 궁금해지는 가운데, 그녀의 딸이 문득 나타나 일행 중 그 누군가인 아빠를 찾는다...! 한적한 교외의 성당에 고급 승용차들이 들어온다. 대학 음악 동아리 동창 `지홍`과 `유리`의 결혼식을 위해 바쁜 일상에서 벗어나 10여 년 만에 다시 모인 그들. 일과 결혼에 모두 성공해 남부러울 것 없어 보이는 변호사 `성호`와 차가운 성격에 독신을 고집하는 대학 교수 `형우`, 방송국 PD이자 분위기 메이커 `경호`, 열두 살 연하의 남친을 대동한 잘 나가는 사업가 `성주`, 그리고 행복하고 안정된 가정을 꾸린 `민희`. 바쁘다는 핑계로 오랫동안 서로를 잊고 지냈던 30대 중반의 이들은 즐거웠던 대학 시절을 추억하며 결혼식에 오지 않은 또 한 명의 친구, `정희`의 소식을 궁금해한다. 결혼식이 끝나고 지홍과 유리가 운영하는 펜션에 모여 앉은 밤, 정희의 딸 `미래`가 찾아온다. 결혼도 안 한 정희에게 딸이 있었다니! 정희가 지난 달 교통사고로 세상을 떠났다는 소식에 슬퍼할 겨를도 없이 미래는 “오늘 이 자리에 있을 아빠를 만나러 왔다”고 폭탄 선언을 한다. 대학 시절 정희와 사귀었던 성호를 비롯, 그녀와 저마다 다른 추억을 지닌 친구들 사이에 긴장감이 감돌고, 회상과 의심이 계속되는 동안 행복하게만 보이던 그들의 겉모습에 가려진 고민과 갈등이 속속 드러나는데…. 과연 정희가 사랑했던 미래의 아빠는 누구일까...?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,50775,고갈,드라마, 공포, 실험,김곡,박지환, 장리우, 오근영,공장 지대 근처에 한 여자가 있다. 여자를 발견한 남자는 씻기고 먹인 후 매춘을 시킨다. 여자에게 배달 일을 하는 또 다른 여자가 나타나 호감을 보인다. 그러나 두 사람의 관계는 오래가지 못한다. 여자는 남자에게 돌아온다. 제목대로 ‘고갈’의 극단적인 양상들이 전개되는 일관되고, 지루하고, 지독한 영화.(There is a girl nearby the factories. The man discovers her, feeds her, and makes her a prostitute. A woman appears and becomes very close friend with the girl. However, their friendship does not last long. The girl comes back to the man.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,51705,구세주 2,코미디,황승재,최성국, 이영은,택시회사 사장 아들인 정환은 부모님 덕으로 흥청망청 돈을 쓰면서 대학교 동창인 친구이자 택시기사인 칠구와 빈둥거리는 생활을 즐기고 있다. 그런 정환을 못마땅하게 여긴 정환의 어머니는 그동안 정환이 쓴 카드빚을 택시를 몰면서 갚으라고 이야기한다. 생전 일해본 적 없는 정환이 울며 겨자먹기로 택시를 몰고 나가지만 업무태만에 승차거부를 일삼더니 결국 택시를 담보로 사채까지 쓰며 여전히 사고를 친다.  그러던 중 택시비를 안내고 병원으로 들어가서 안 나오던 은지에게 담보로 받아낸 반지를 잃어버리는데 이후 찾아온 은지는 잃어버린 반지값을 핑계로 이런저런 요구를 하며 정환을 괴롭힌다. 정환은 억지 부리는 은지에게 휘둘리며 월미도 놀이동산에 끌려가 하루를 보내고 은지가 살짝 좋아지기 시작하는데 이후 은지가 더 이상 보이지 않자 불안해한다. 결국 은지를 처음 태웠던 곳 근처를 배회하다가 은지와 재회를 하고 둘은 바다를 보기 위해 갑작스런 여행을 떠나는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,47385,국가대표,드라마, 코미디,김용화,하정우, 성동일, 김지석,1996년 전라북도 무주, 동계올림픽 유치를 위해 정식 종목 중 하나인 스키점프 국가대표팀이 급조된다. 이에 전(前) 어린이 스키교실 강사 방종삼(성동일 분)이 국가대표 코치로 임명되고, 그의 온갖 감언이설에 정예(?) 멤버들이 모인다. 전(前) 주니어 알파인 스키 미국 국가대표였다가 친엄마를 찾아 한국에 온 입양인 밥(하정우 분), 여자 없으면 하루도 못 버틸 나이트 클럽 웨이터 흥철(김동욱 분), 밤낮으로 숯불만 피우며 아버지가 시키는 대로 살아온 고깃집 아들 재복(최재환 분), 할머니와 동생을 돌봐야 하는 짐이 버거운 말 없는 소년 가장 칠구(김지석 분), 그런 형을 끔찍이 사랑하는 4차원 동생 봉구(이재응 분)까지! 방 코치는 마치 신이라도 된 것처럼 엄마와 같이 살 집이 필요한 밥에게는 아파트를, 사랑 때문에 또는 부양 가족 때문에 그들과 함께 있어야 하는 흥철, 칠구-봉구 형제, 그리고 재복에게는 군 면제를 약속한다. 단, 금메달 따면!  스키점프가 뭔지도 모르지만 한때 스키 좀 타봤다는 이유로 뽑힌 이들이 모이면서 대한민국 최초 스키점프 국가대표팀이 결성된다. 그러나 스키점프(Ski Jump)의 스펠링도 모르는 코치와 경험 전무한 국가대표 선수들의 훈련은 험난 하기만하다. 변변한 연습장도 없이 점프대 공사장을 전전해야 했고 제대로 된 보호장구나 점프복도 없이 오토바이 헬멧, 공사장 안전모 등만을 쓰고 맨몸으로 훈련에 임해야 했다. 그럼에도 불구하고 재복이네 고깃집 앞 마당에서의 지상 훈련을 시작으로 나무 꼭대기에 줄로 매다는 공중 곡예(?), 시속 90km의 승합차 위에 스키 점프 자세로 고정되어 달리는 위험천만한 질주, 폐(閉)놀이공원 후룸 라이드를 점프대로 개조해 목숨 걸고 뛰어내리기 등 과학적(?) 훈련으로 무장하는 선수들! 이런 식의 무대뽀 트레이닝에도 이들은 점점 선수다운 모습을 갖춰 가고, 스키 하나에 의지해 하늘을 날아가는 순간이 행복해진다.  드디어 우여곡절 끝에 오버스트도르프 월드컵에 참여한 대한민국 스키점프 국가대표팀. 외국선수들의 비웃음과 무시에도 굴하지 않고 그들은 최선을 다하지만, 뜻하지 않은 사건으로 인해 결국 좋은 결과를 거두지 못한다. 그래도 소 뒷걸음질 치다 개구리 잡은 격으로 엉겁결에 나가노 동계 올림픽 출전 자격을 얻게 된 대한민국 국가대표팀은 나름 금의환향하며 올림픽 진출의 꿈에 부푼다. 그러나 한국은 동계올림픽 개최지 선정에 끝내 탈락하게 되고, 스키점프 국가대표팀은 해체 위기에 처한다. 군 면제를 위해, 엄마를 찾기 위해, 이제 이러한 개인적인 명분들을 뛰어 넘어 스키점프에 대한 애정과 열정, 그리고 도전 정신만으로 경기에 출전할 수 있기를 고대하는데..  {2003년 제21회 타르비시오 동계 유니버시아드 개인전, 단체전 금메달 / 2003년 제5회 아오모리 동계 아시안게임 단체전 금메달 / 2007년 제23회 토리노 동계 유니버시아드 개인전, 단체전 은메달 / 2009년 제24회 동계 유니버시아드 개인전, 단체전 금메달.  아직 한국 스키점프 국가대표의 등록 선수는 다섯 명이 전부이다.},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,52375,굿모닝 프레지던트,코미디,장진,이순재, 장동건, 고두심,로또 당첨금 244억 앞에 속앓이 하는 대박 대통령, 이순재. 강렬한 카리스마, 그러나 첫사랑 앞에선 한없이 소심한 꽃미남 싱글 대통령, 장동건. 서민남편의 대책없는 내조로 이혼위기에 처한 여자대통령, 고두심이 펼치는 누구나 안다고 생각하지만 아무도 모르는 장진의 유쾌한 청와대 비하인드 스토리.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,65120,굿바이 그레이스,드라마,제임스 C. 스트로즈,존 쿠삭, 셀란 오키프, 그레이시 베드나직,직업군인인 아내 그레이스는 이라크로 파병을 가고, 작은 마트에서 일하며 두 딸을 홀로 키우는 스탠리. 평범했던 어느날 아침, 아내의 전사소식을 전해 듣는다. 너무나 갑작스런 소식에 눈물조차 나오지 않고 하루 종일 멍하니 앉아만 있던 스탠리는 학교를 마치고 돌아온 귀여운 두 딸들에게 차마 엄마의 전사소식을 전하지 못한다. 힘든 내색조차 할 수 없던 스탠리는 아이들에게 지금 가장 가고 싶은 곳이 어디냐며 묻곤, 두 딸과 함께 무작정 여행을 떠나게 된다. 스탠리는 두 딸들에게 엄마의 죽음을 어떻게 전해야 할까…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,61640,굿바이 초콜릿,코미디, 드라마,버니 골드먼, 멜리사 월랙,아론 에크하트, 제시카 알바, 엘리자베스 뱅크스,빌(아론 에크하트)은 자신이 일하고 있는 은행이 그의 장인과 처남의 소유라는 사실에 자꾸 움츠러든다. 자신의 피부색, 헤어스타일, 튀어 나온 배.. 모든 것에 자신감을 잃고 있다. 그래서 늘 초조하거나 스트레스가 쌓이면 초콜릿을 먹는다. 어느 날 자신의 아내(엘리자베스 뱅크스)가 지역 케이블 뉴스 프로그램의 잘생긴 젊은 기자 칩 존슨(티모시 올리펀트)와 바람을 피운다는 사실을 눈치 채고 침실에 몰래 카메라를 설치한다. 꼬리가 길면 밟힌다고 아내의 부적절한 외도 행각이 카메라에 고스란히 남게 되고 문제의 동영상은 인터넷에 올라가게 되자 빌은 급기야 기자를 폭행하여 경찰서 유치장에 갇히는 신세가 된다. 다행히 쇼핑센터를 운영하는 형의 도움으로 풀려난 빌은 아내와 기자 모두에게 접근 금지 명령을 받게 되고 집에 쫓겨나는 처지에 놓이게 되지만 멘토 프로그램에 참여하게 된 한 소년으로부터 도움을 받아 여성 속옷 매장에 근무하는 루시(제시카 알바)를 소개받게 되는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,86340,궁금한 이야기 Y,다큐멘터리,김기슭, 임찬묵, 소형석,김석훈, 허수경,기획의도. 우리를 둘러싸고 있는 일과 사람 그리고 관계. 그 본질에 다가가고 싶다면 육하원칙의 눈으로 그들을 바라보라! 그대가 무엇인가 중요한 결정을 내려야 한다면 육하원칙의 눈으로 돌아보라! 그러면 그 답을 얻을 수 있을 것이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,46804,귀 없는 토끼,코미디, 멜로/로맨스,틸 슈바이거,틸 슈바이거, 노라 치르너,연애는 하룻밤 엔조이 전문, 취재는 파파라치 전공인 가십지 기자 ‘루도’(틸 슈바이거). 호텔 옥상에서 유명인사의 약혼식을 몰래 취재하다 엉덩이를 깐 채(?) 웨딩케이크에 처박히고 만다! 법원으로부터 선고 받은 300시간 동안 유치원에서 꼼짝없이 일해야 하는 그가 맞닥뜨린 상대는 바로…. 초딩시절, 루도의 괴롭힘에 치를 떨던  안나. 사랑을 고대하지만 ‘우먼센스’ 제로인 안나가  ‘플레이보이’ 루도에게 복수의 칼을 가는데… 줄거리 2. 루도와 그의 조수 모리츠는 유명인사들의 사생활을 파헤치는 가쉽 잡지의 악명 높은 2인조. 어느 날 유명한 축구선수의 약혼파티를 망친 루도는 법원으로부터 300시간의 사회봉사명령을 받는다. 그런데 그가 봉사할 곳은 바로 초등학교 시절 못생겼다고 괴롭혔던 동창 안나가 운영하는 유치원! 루도의 놀림감이었던 안나는 드디어 루도에게 복수의 칼을 갈기 시작하는데… 영화제 소개글. 아무도 속 시원히 해결해 주지 못했던 연애고민이 있는 당신이라면 꼭 봐야 할 영화! 솔직하고 당당한 대사가 매력적인 이 로맨틱 코미디는 할리우드 블록버스터들을 제치고 독일 박스오피스 1위를 차지, 총 관객 600만 명을 넘긴 초 히트작이다. 적재적소에 배치된 귀를 사로잡는 경쾌한 팝송들을 만나는 즐거움도 놓치지 마시길.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,70768,귀향,드라마, 판타지,안선경,박지아, 윤상훈,호주로 입양된 루카스는 자신을 버린 엄마를 찾기 위해 한국으로 들어와 자신의 흔적을 찾지만 부모 찾기가 좌절되고 여자 친구와도 헤어지면서 홀로 여행을 떠나고 우연히 만나 모텔 모녀와 기묘하게 얽히게 되면서 일어나는 이야기. 한국 이름 '주성찬', 호주 이름 '루카스 페도라'. 두 개의 이름을 가진 그는 자신을 버린 땅 한국을 찾아온다. 그러나 그가 얻은 정보는 대구에서 발견된 미아라는 사실뿐. 먼 바다를 건너 온 낯선 땅의 시간도 혼란스러운데 먼지처럼 흩어진 기억들을 쫓아 30년 전의 시간 속으로 떠나야 하는 성찬. 생모를 찾아 홀로 떠난 여행길에서 그는 한 모텔을 방문한다. 분명히 익숙한데 눈뜨고 나면 사라지는 이상한 꿈처럼 성찬 앞에, 모녀로 보이는 두 여자가 등장하고 성찬은 알 수 없는 친밀감과 연민을 느낀다. 방문자를 죽이며 살아온 그녀들의 과거를 모르는 성찬. 운명의 밤은 그를 점점 과거의 상처 속으로 몰아넣는다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
